,article_name,monthly_viewcount,day,year,month,peak_date
16360,Normal_distribution,178774,30,2018,1,2018-01-30
16361,The_Walking_Dead_(TV_series),178658,15,2018,1,2018-01-15
16362,The_Big_Bang_Theory_(season_11),178589,26,2018,1,2018-01-26
16363,Netflix,178194,23,2018,1,2018-01-23
16364,Adam_Driver,177621,2,2018,1,2018-01-02
16365,Suits_(U.S._TV_series),176841,31,2018,1,2018-01-31
16366,Steve_Bannon,176699,4,2018,1,2018-01-04
16367,South_Africa,176668,31,2018,1,2018-01-31
16368,Deaths_in_2017,176411,1,2018,1,2018-01-01
16369,Nikola_Tesla,176024,15,2018,1,2018-01-15
16370,LeBron_James,175814,24,2018,1,2018-01-24
16371,Tom_Hanks,175534,19,2018,1,2018-01-19
16372,Kevin_Spacey,175468,8,2018,1,2018-01-08
16373,"Anne,_Princess_Royal",175058,5,2018,1,2018-01-05
16374,Switzerland,175025,23,2018,1,2018-01-23
16375,Leonardo_DiCaprio,175022,14,2018,1,2018-01-14
16376,Dating,174991,28,2018,1,2018-01-28
16377,Gal_Gadot,174767,12,2018,1,2018-01-12
16378,UFC_on_Fox:_Jacaré_vs._Brunson_2,174725,28,2018,1,2018-01-28
16379,Insidious_(film),174323,5,2018,1,2018-01-05
16380,Iceland,174280,25,2018,1,2018-01-25
16381,The_Office_(U.S._TV_series),174157,16,2018,1,2018-01-16
16382,Artificial_intelligence,174133,8,2018,1,2018-01-08
16383,Philadelphia_Eagles,174115,22,2018,1,2018-01-22
16384,California,173924,17,2018,1,2018-01-17
16385,Star_Wars:_The_Force_Awakens,173724,2,2018,1,2018-01-02
16386,Aly_Raisman,173697,25,2018,1,2018-01-25
16387,New_Zealand,173675,19,2018,1,2018-01-19
16388,Taylor_Swift,173324,12,2018,1,2018-01-12
16389,Hoda_Kotb,173262,2,2018,1,2018-01-02
16390,2018,173200,1,2018,1,2018-01-01
16391,Jason_Segel,173172,22,2018,1,2018-01-22
16392,Kirstjen_Nielsen,172426,17,2018,1,2018-01-17
16393,Tom_Hardy,172325,19,2018,1,2018-01-19
16394,Demi_Lovato,171749,16,2018,1,2018-01-16
16395,European_Union,171004,30,2018,1,2018-01-30
16396,Dick_Van_Dyke,170787,7,2018,1,2018-01-07
16397,Cloud_computing,170584,22,2018,1,2018-01-22
16398,Breaking_Bad,170349,2,2018,1,2018-01-02
16399,Beyoncé,169853,29,2018,1,2018-01-29
16400,Francis_Ngannou,169821,21,2018,1,2018-01-21
16401,Travelers_(TV_series),169463,2,2018,1,2018-01-02
16402,Heath_Ledger,169128,22,2018,1,2018-01-22
16403,Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales,169052,7,2018,1,2018-01-07
16404,Hong_Kong,168802,29,2018,1,2018-01-29
16405,Barry_Seal,168351,7,2018,1,2018-01-07
16406,Apple_Inc.,168098,18,2018,1,2018-01-18
16407,Harvey_Weinstein,168003,11,2018,1,2018-01-11
16408,Martin_Luther_King_Jr._Day,167914,15,2018,1,2018-01-15
16409,Kim_Kardashian,167534,19,2018,1,2018-01-19
16410,Mark_E._Smith,167165,25,2018,1,2018-01-25
16411,Leonardo_da_Vinci,166947,23,2018,1,2018-01-23
16412,Academy_Awards,166894,23,2018,1,2018-01-23
16413,United_States_federal_government_shutdown_of_2018,166794,22,2018,1,2018-01-22
16414,Philippines,166355,16,2018,1,2018-01-16
16415,Chung_Hyeon,166318,22,2018,1,2018-01-22
16416,Case_Keenum,166203,15,2018,1,2018-01-15
16417,Molly_Bloom_(author),166076,8,2018,1,2018-01-08
16418,Greek_alphabet,165573,30,2018,1,2018-01-30
16419,Arkangel_(Black_Mirror),165538,2,2018,1,2018-01-02
16420,Karen_Gillan,165418,2,2018,1,2018-01-02
16421,Daniel_Kaluuya,165390,23,2018,1,2018-01-23
16422,North_Korea,165210,3,2018,1,2018-01-03
16423,Soviet_Union,165121,22,2018,1,2018-01-22
16424,Hostiles_(film),164963,26,2018,1,2018-01-26
16425,The_Walking_Dead_(season_8),164681,8,2018,1,2018-01-08
16426,California_Proposition_218_(1996),164641,27,2018,1,2018-01-27
16427,Novak_Djokovic,164633,28,2018,1,2018-01-28
16428,Tupac_Shakur,164613,28,2018,1,2018-01-28
16429,Amazon_(company),164430,18,2018,1,2018-01-18
16430,"Mary,_Queen_of_Scots",164044,29,2018,1,2018-01-29
16431,"Albert,_Prince_Consort",163595,22,2018,1,2018-01-22
16432,Downsizing_(film),163386,28,2018,1,2018-01-28
16433,List_of_WWE_personnel,163258,29,2018,1,2018-01-29
16434,Doctor_Who,162525,2,2018,1,2018-01-02
16435,American_Crime_Story,162262,18,2018,1,2018-01-18
16436,Jennifer_Aniston,162222,8,2018,1,2018-01-08
16437,Tom_Cruise,162165,27,2018,1,2018-01-27
16438,Alexander_the_Great,161707,29,2018,1,2018-01-29
16439,Rachel_Brosnahan,161655,8,2018,1,2018-01-08
16440,List_of_Supergirl_episodes,161579,16,2018,1,2018-01-16
16441,Generation_X,161305,23,2018,1,2018-01-23
16442,I'm_Not_a_Robot,160720,4,2018,1,2018-01-04
16443,Jennifer_Lawrence,160644,9,2018,1,2018-01-09
16444,Simona_Halep,160597,27,2018,1,2018-01-27
16445,Italy,160432,15,2018,1,2018-01-15
16446,Grey's_Anatomy_(season_14),160190,19,2018,1,2018-01-19
16447,Richard_Nixon,160121,9,2018,1,2018-01-09
16448,Pakistan,159270,28,2018,1,2018-01-28
16449,American_Civil_War,159239,10,2018,1,2018-01-10
16450,Zac_Efron,159141,2,2018,1,2018-01-02
16451,UFC_221,159122,22,2018,1,2018-01-22
16452,Iran,159087,2,2018,1,2018-01-02
16453,Taiwan,158936,19,2018,1,2018-01-19
16454,Stephen_Hawking,158790,8,2018,1,2018-01-08
16455,Napoleon,158303,23,2018,1,2018-01-23
16456,Stephen_Miller_(political_advisor),158263,8,2018,1,2018-01-08
16457,National_Football_League,158229,10,2018,1,2018-01-10
16458,Mia_Farrow,158038,18,2018,1,2018-01-18
16459,South_Korea,157673,17,2018,1,2018-01-17
16460,Jigsaw_(2017_film),157628,10,2018,1,2018-01-10
16461,Jesse_Plemons,157219,2,2018,1,2018-01-02
16462,Cyrille_Regis,157053,15,2018,1,2018-01-15
16463,Katharine_Graham,156905,15,2018,1,2018-01-15
16464,Peaky_Blinders,156819,2,2018,1,2018-01-02
16465,Dragon_Ball_FighterZ,156182,26,2018,1,2018-01-26
16466,Internet_of_things,156062,30,2018,1,2018-01-30
16467,Millie_Bobby_Brown,155924,22,2018,1,2018-01-22
16468,Liverpool_F.C.,155881,15,2018,1,2018-01-15
16469,Vladimir_Putin,155723,19,2018,1,2018-01-19
16470,The_15:17_to_Paris,155424,22,2018,1,2018-01-22
16471,Me_Too_(hashtag),155410,8,2018,1,2018-01-08
16472,"Prince_Edward,_Earl_of_Wessex",155329,22,2018,1,2018-01-22
16473,Watergate_scandal,155048,24,2018,1,2018-01-24
16474,Shameless_(season_8),154366,29,2018,1,2018-01-29
16475,Warren_Buffett,154301,11,2018,1,2018-01-11
16476,Ottoman_Empire,153849,2,2018,1,2018-01-02
16477,Agents_of_S.H.I.E.L.D.,153424,6,2018,1,2018-01-06
16478,Alison_Brie,153270,22,2018,1,2018-01-22
16479,Golden_Globe_Award,153195,8,2018,1,2018-01-08
16480,Hamilton_(musical),152983,29,2018,1,2018-01-29
16481,Pitch_Perfect_3,152682,2,2018,1,2018-01-02
16482,Indonesia,152607,18,2018,1,2018-01-18
16483,Jumanji,152479,2,2018,1,2018-01-02
16484,Dragon_Ball_Super,152282,21,2018,1,2018-01-21
16485,Shut_Up_and_Dance_(Black_Mirror),152050,2,2018,1,2018-01-02
16486,Australian_Open,151723,28,2018,1,2018-01-28
16487,Claire_Foy,151712,8,2018,1,2018-01-08
16488,2018_ATP_World_Tour,151704,29,2018,1,2018-01-29
16489,List_of_Running_Man_episodes,151609,1,2018,1,2018-01-01
16490,Korean_War,151456,10,2018,1,2018-01-10
16491,Natalie_Portman,151349,8,2018,1,2018-01-08
16492,United_Arab_Emirates,151270,22,2018,1,2018-01-22
16493,Greg_Sestero,151261,8,2018,1,2018-01-08
16494,Logan_(film),151127,23,2018,1,2018-01-23
16495,Centennial_Light,151106,24,2018,1,2018-01-24
16496,Spain,150945,23,2018,1,2018-01-23
16497,Rogue_One,150870,2,2018,1,2018-01-02
16498,Turkey,150702,25,2018,1,2018-01-25
16499,Python_(programming_language),150588,23,2018,1,2018-01-23
16500,Kanye_West,150543,19,2018,1,2018-01-19
16501,List_of_United_States_cities_by_population,150174,18,2018,1,2018-01-18
16502,Illuminati,150093,10,2018,1,2018-01-10
16503,Alicia_Vikander,150045,19,2018,1,2018-01-19
16504,Nikki_Haley,150033,3,2018,1,2018-01-03
16505,Europe,149611,17,2018,1,2018-01-17
16506,Mark_Zuckerberg,149450,12,2018,1,2018-01-12
16507,Jason_Momoa,149266,24,2018,1,2018-01-24
16508,Seven_deadly_sins,149117,23,2018,1,2018-01-23
16509,Dave_Franco,148829,8,2018,1,2018-01-08
16510,Minnesota_Vikings,148812,15,2018,1,2018-01-15
16511,The_Blacklist_(TV_series),148727,4,2018,1,2018-01-04
16512,Violet_Evergarden,148708,11,2018,1,2018-01-11
16513,Supergirl_(TV_series),148343,16,2018,1,2018-01-16
16514,Brazil,148156,17,2018,1,2018-01-17
16515,Ewan_McGregor,148041,8,2018,1,2018-01-08
16516,Marie_Antoinette,147628,10,2018,1,2018-01-10
16517,Camila_(album),147487,12,2018,1,2018-01-12
16518,Ellen_DeGeneres,147339,12,2018,1,2018-01-12
16519,Tammy_Duckworth,147245,24,2018,1,2018-01-24
16520,English_language,146772,29,2018,1,2018-01-29
16521,Internet,146748,17,2018,1,2018-01-17
16522,Carrie_Fisher,146419,2,2018,1,2018-01-02
16523,"Prince_William,_Duke_of_Cambridge",146304,22,2018,1,2018-01-22
16524,Dirk_Gently's_Holistic_Detective_Agency_(TV_series),146112,7,2018,1,2018-01-07
16525,Sarah_Huckabee_Sanders,145787,4,2018,1,2018-01-04
16526,Super_Bowl_LI,145727,22,2018,1,2018-01-22
16527,Arrow_(TV_series),145623,19,2018,1,2018-01-19
16528,Arnold_Schwarzenegger,145473,9,2018,1,2018-01-09
16529,"Diana,_Princess_of_Wales",145338,2,2018,1,2018-01-02
16530,Henry_VIII_of_England,145118,25,2018,1,2018-01-25
16531,Wrestle_Kingdom_12,144170,4,2018,1,2018-01-04
16532,The_Alienist_(TV_series),143903,23,2018,1,2018-01-23
16533,Vietnam,143896,30,2018,1,2018-01-30
16534,List_of_Walt_Disney_Pictures_films,143792,16,2018,1,2018-01-16
16535,Kingsman:_The_Golden_Circle,143674,2,2018,1,2018-01-02
16536,13_Reasons_Why,143622,8,2018,1,2018-01-08
16537,Godzilla:_Planet_of_the_Monsters,143505,18,2018,1,2018-01-18
16538,Super_Bowl_XXXIX,143389,22,2018,1,2018-01-22
16539,Pornhub,143359,3,2018,1,2018-01-03
16540,Steven_Spielberg,143282,8,2018,1,2018-01-08
16541,Mexico,143210,11,2018,1,2018-01-11
16542,Neymar,143111,18,2018,1,2018-01-18
16543,Jane_Fonda,143102,22,2018,1,2018-01-22
16544,Meg_Johnson_(poet),142960,13,2018,1,2018-01-13
16545,The_Godfather,142944,8,2018,1,2018-01-08
16546,Malta,142920,15,2018,1,2018-01-15
16547,PlayerUnknown's_Battlegrounds,142872,2,2018,1,2018-01-02
16548,Rosa_Parks,142787,8,2018,1,2018-01-08
16549,2017–18_Iranian_protests,142653,2,2018,1,2018-01-02
16550,Ronda_Rousey,142443,29,2018,1,2018-01-29
16551,Robin_Williams,142365,16,2018,1,2018-01-16
16552,List_of_countries_by_life_expectancy,142230,8,2018,1,2018-01-08
16553,Muhammad_Ali,142152,17,2018,1,2018-01-17
16554,The_Big_Sick,142004,23,2018,1,2018-01-23
16555,Chelsea_F.C.,141995,31,2018,1,2018-01-31
16556,Chinese_New_Year,141954,31,2018,1,2018-01-31
16557,Basil_Zaharoff,141953,24,2018,1,2018-01-24
16558,Emma_Watson,141937,8,2018,1,2018-01-08
16559,U.S._state,141883,24,2018,1,2018-01-24
16560,Hailee_Steinfeld,141877,29,2018,1,2018-01-29
16561,Nicole_Kidman,141850,8,2018,1,2018-01-08
16562,The_Punisher_(TV_series),141744,2,2018,1,2018-01-02
16563,Murder_on_the_Orient_Express_(2017_film),141569,25,2018,1,2018-01-25
16564,Venom_(2018_film),141496,12,2018,1,2018-01-12
16565,Donatella_Versace,141202,18,2018,1,2018-01-18
16566,September_11_attacks,141200,31,2018,1,2018-01-31
16567,Jim_Carrey,141196,15,2018,1,2018-01-15
16568,Cillian_Murphy,141007,2,2018,1,2018-01-02
16569,The_Orville,140834,8,2018,1,2018-01-08
16570,Julius_Caesar,140816,10,2018,1,2018-01-10
16571,The_Holocaust,140675,29,2018,1,2018-01-29
16572,Machine_learning,140666,8,2018,1,2018-01-08
16573,Sherlock_(TV_series),140492,2,2018,1,2018-01-02
16574,Twitter,140470,17,2018,1,2018-01-17
16575,Helen_Mirren,140464,20,2018,1,2018-01-20
16576,Poland,140399,15,2018,1,2018-01-15
16577,Vincent_van_Gogh,140386,26,2018,1,2018-01-26
16578,IPhone,140210,30,2018,1,2018-01-30
16579,Ivar_the_Boneless,139901,11,2018,1,2018-01-11
16580,List_of_cryptocurrencies,139841,4,2018,1,2018-01-04
16581,Flyting,139660,11,2018,1,2018-01-11
16582,Suits_(season_7),139634,31,2018,1,2018-01-31
16583,Rihanna,139604,29,2018,1,2018-01-29
16584,American_Made_(film),139426,7,2018,1,2018-01-07
16585,Eliza_Dushku,139179,15,2018,1,2018-01-15
16586,Wonder_Woman_(2017_film),138938,2,2018,1,2018-01-02
16587,RMS_Titanic,138652,22,2018,1,2018-01-22
16588,Doomsday_Clock,138596,25,2018,1,2018-01-25
16589,White_Bear_(Black_Mirror),138566,2,2018,1,2018-01-02
16590,Islamic_State_of_Iraq_and_the_Levant,138462,22,2018,1,2018-01-22
16591,Audrey_Hepburn,138142,20,2018,1,2018-01-20
16592,Marin_Čilić,138116,28,2018,1,2018-01-28
16593,2017–18_Premier_League,138004,14,2018,1,2018-01-14
16594,August_Ames,137754,10,2018,1,2018-01-10
16595,Malaysia,137579,16,2018,1,2018-01-16
16596,Battle_of_Dunkirk,137524,1,2018,1,2018-01-01
16597,James_Earl_Ray,137490,15,2018,1,2018-01-15
16598,England,137481,11,2018,1,2018-01-11
16599,Winchester_Mystery_House,137216,30,2018,1,2018-01-30
16600,Premier_League,137179,31,2018,1,2018-01-31
16601,Laura_Dern,137119,8,2018,1,2018-01-08
16602,List_of_countries_by_GDP_(PPP)_per_capita,137050,12,2018,1,2018-01-12
16603,Daisy_Ridley,136975,2,2018,1,2018-01-02
16604,Freddie_Mercury,136854,30,2018,1,2018-01-30
16605,Agile_software_development,136703,23,2018,1,2018-01-23
16606,Emilia_Clarke,136686,8,2018,1,2018-01-08
16607,Chris_Hemsworth,136599,28,2018,1,2018-01-28
16608,Airbus_A380,136402,18,2018,1,2018-01-18
16609,Fentanyl,136175,20,2018,1,2018-01-20
16610,Lua_Blanco,136073,3,2018,1,2018-01-03
16611,Prince_Harry,135946,2,2018,1,2018-01-02
16612,Lana_Del_Rey,135877,8,2018,1,2018-01-08
16613,Chelsea_Manning,135795,14,2018,1,2018-01-14
16614,List_of_Star_Wars_Rebels_episodes,135645,8,2018,1,2018-01-08
16615,Lady_Gaga,135545,29,2018,1,2018-01-29
16616,President_of_the_United_States,135137,29,2018,1,2018-01-29
16617,Ingvar_Kamprad,135105,28,2018,1,2018-01-28
16618,Hawaii,135060,14,2018,1,2018-01-14
16619,2017_NFL_season,135043,1,2018,1,2018-01-01
16620,2017–18_NFL_playoffs,134927,15,2018,1,2018-01-15
16621,Johnny_Depp,134872,8,2018,1,2018-01-08
16622,List_of_Agents_of_S.H.I.E.L.D._episodes,134778,6,2018,1,2018-01-06
16623,Supernatural_(U.S._TV_series),134766,19,2018,1,2018-01-19
16624,Douglas_Kenney,134654,28,2018,1,2018-01-28
16625,Stephen_Curry,134624,24,2018,1,2018-01-24
16626,ISO_8601,134594,4,2018,1,2018-01-04
16627,Will_Smith,134496,2,2018,1,2018-01-02
16628,Dunning–Kruger_effect,134367,7,2018,1,2018-01-07
16629,Rick_and_Morty,134297,2,2018,1,2018-01-02
16630,Nelson_Mandela,134262,29,2018,1,2018-01-29
16631,Android_(operating_system),134217,23,2018,1,2018-01-23
16632,Haiti,134200,12,2018,1,2018-01-12
16633,Assassin's_Creed,134177,12,2018,1,2018-01-12
16634,Isaac_Newton,134135,4,2018,1,2018-01-04
16635,John_Lennon,134086,23,2018,1,2018-01-23
16636,Mark_Wahlberg,134022,14,2018,1,2018-01-14
16637,MacOS,133941,10,2018,1,2018-01-10
16638,Shyla_Stylez,133857,10,2018,1,2018-01-10
16639,Scarlett_Johansson,133855,22,2018,1,2018-01-22
16640,Pink_Floyd,133837,26,2018,1,2018-01-26
16641,2018_WTA_Tour,133825,6,2018,1,2018-01-06
16642,Clint_Eastwood,133522,9,2018,1,2018-01-09
16643,Fifteen_Million_Merits,133414,2,2018,1,2018-01-02
16644,Academy_Award_for_Best_Picture,133267,23,2018,1,2018-01-23
16645,Christopher_Plummer,133123,23,2018,1,2018-01-23
16646,Charles_Manson,132995,27,2018,1,2018-01-27
16647,Solar_System,132777,31,2018,1,2018-01-31
16648,The_Man_in_the_High_Castle_(TV_series),132759,8,2018,1,2018-01-08
16649,Angelina_Jolie,132748,8,2018,1,2018-01-08
16650,Essay,132736,26,2018,1,2018-01-26
16651,David_Letterman,132602,13,2018,1,2018-01-13
16652,Thomas_Jefferson,132472,31,2018,1,2018-01-31
16653,Malcolm_X,132339,15,2018,1,2018-01-15
16654,George_W._Bush,132244,31,2018,1,2018-01-31
16655,Phoebe_Buffay,132156,27,2018,1,2018-01-27
16656,Manchester_City_F.C.,132144,31,2018,1,2018-01-31
16657,International_Standard_Book_Number,131987,21,2018,1,2018-01-21
16658,Columbine_High_School_massacre,131892,16,2018,1,2018-01-16
16659,Jesus,131509,26,2018,1,2018-01-26
16660,Epiphany_(holiday),131332,6,2018,1,2018-01-06
16661,2017–18_FA_Cup,131323,8,2018,1,2018-01-08
16662,History_of_bitcoin,131103,17,2018,1,2018-01-17
16663,List_of_Doctor_Who_serials,130878,2,2018,1,2018-01-02
16664,2018_in_video_gaming,130819,2,2018,1,2018-01-02
16665,Robert_Recorde,130783,6,2018,1,2018-01-06
16666,Inherently_funny_word,130710,23,2018,1,2018-01-23
16667,List_of_Grand_Slam_men's_singles_champions,130657,28,2018,1,2018-01-28
16668,Czech_Republic,130589,29,2018,1,2018-01-29
16669,Los_Angeles,130556,11,2018,1,2018-01-11
16670,Kyle_Edmund,130391,23,2018,1,2018-01-23
16671,The_Lord_of_the_Rings_(film_series),130386,21,2018,1,2018-01-21
16672,Padmavat,130344,25,2018,1,2018-01-25
16673,George_Weah,130253,2,2018,1,2018-01-02
16674,Christopher_Reeve,130140,27,2018,1,2018-01-27
16675,Instagram,129806,29,2018,1,2018-01-29
16676,Saudi_Arabia,129791,16,2018,1,2018-01-16
16677,Betacam,129644,19,2018,1,2018-01-19
16678,Revival_(Eminem_album),129503,10,2018,1,2018-01-10
16679,Denmark,129481,22,2018,1,2018-01-22
16680,Prince_(musician),129420,29,2018,1,2018-01-29
16681,Princess_Eugenie_of_York,129297,22,2018,1,2018-01-22
16682,Walt_Disney,129264,15,2018,1,2018-01-15
16683,How_to_Get_Away_with_Murder,129165,19,2018,1,2018-01-19
16684,Antonio_D'Amico,129124,18,2018,1,2018-01-18
16685,Transport_Layer_Security,129046,31,2018,1,2018-01-31
16686,Microsoft,128922,30,2018,1,2018-01-30
16687,Taj_Mahal,128912,23,2018,1,2018-01-23
16688,Nintendo_Switch,128893,4,2018,1,2018-01-04
16689,Den_of_Thieves_(film),128840,22,2018,1,2018-01-22
16690,Michael_Douglas,128614,8,2018,1,2018-01-08
16691,Doug_Jones_(actor),128592,23,2018,1,2018-01-23
16692,Allison_Janney,128215,8,2018,1,2018-01-08
16693,Allegra_Versace,128181,18,2018,1,2018-01-18
16694,Gotham_(TV_series),127976,26,2018,1,2018-01-26
16695,Bill_Clinton,127954,26,2018,1,2018-01-26
16696,Finland,127942,17,2018,1,2018-01-17
16697,The_Florida_Project,127707,23,2018,1,2018-01-23
16698,Freddie_Highmore,127705,16,2018,1,2018-01-16
16699,Kazakhstan,127538,16,2018,1,2018-01-16
16700,Star_Trek:_Discovery_(season_1),127506,29,2018,1,2018-01-29
16701,Frank_Sinatra,127334,18,2018,1,2018-01-18
16702,Better_Call_Saul,127200,22,2018,1,2018-01-22
16703,Wonders_of_the_World,127171,23,2018,1,2018-01-23
16704,The_Magicians_(U.S._TV_series),127034,11,2018,1,2018-01-11
16705,"Washington,_D.C.",126907,23,2018,1,2018-01-23
16706,John_Cena,126888,29,2018,1,2018-01-29
16707,Sea_of_Thieves,126877,25,2018,1,2018-01-25
16708,Sun,126865,24,2018,1,2018-01-24
16709,The_100_(TV_series),126586,2,2018,1,2018-01-02
16710,Conor_McGregor,126453,2,2018,1,2018-01-02
16711,Roman_Empire,126346,16,2018,1,2018-01-16
16712,Thailand,126270,9,2018,1,2018-01-09
16713,The_Foreigner_(2017_film),126234,2,2018,1,2018-01-02
16714,Ireland,125993,16,2018,1,2018-01-16
16715,Romania,125966,5,2018,1,2018-01-05
16716,Alessia_Cara,125958,29,2018,1,2018-01-29
16717,Knightfall_(TV_series),125886,11,2018,1,2018-01-11
16718,Martin_McDonagh,125789,8,2018,1,2018-01-08
16719,NXT_TakeOver:_Philadelphia,125687,28,2018,1,2018-01-28
16720,David_Koresh,125653,5,2018,1,2018-01-05
16721,O._J._Simpson,125598,7,2018,1,2018-01-07
16722,Cristin_Milioti,125544,2,2018,1,2018-01-02
16723,Paul_Thomas_Anderson,125527,23,2018,1,2018-01-23
16724,Robert_Mueller,125441,26,2018,1,2018-01-26
16725,Fargo_(TV_series),125437,8,2018,1,2018-01-08
16726,Thomas_Edison,125423,22,2018,1,2018-01-22
16727,Eric_Clapton,125300,12,2018,1,2018-01-12
16728,DC_Universe_Animated_Original_Movies,125036,24,2018,1,2018-01-24
16729,Mudbound_(film),125028,23,2018,1,2018-01-23
16730,Queen_Elizabeth_The_Queen_Mother,125024,2,2018,1,2018-01-02
16731,House_of_Cards_(U.S._TV_series),124910,8,2018,1,2018-01-08
16732,Modern_Family,124719,25,2018,1,2018-01-25
16733,Global_warming,124666,23,2018,1,2018-01-23
16734,Anna_Kendrick,124658,29,2018,1,2018-01-29
16735,Selena_Gomez,124609,16,2018,1,2018-01-16
16736,Brad_Pitt,124504,8,2018,1,2018-01-08
16737,Logic_(musician),124438,29,2018,1,2018-01-29
16738,PewDiePie,124410,11,2018,1,2018-01-11
16739,Gmail,124272,19,2018,1,2018-01-19
16740,Star_Wars_Rebels,124226,2,2018,1,2018-01-02
16741,Bruce_Lee,124144,13,2018,1,2018-01-13
16742,Ragnar_Lodbrok,124091,25,2018,1,2018-01-25
16743,Anthony_Eden,124061,1,2018,1,2018-01-01
16744,Egypt,124017,19,2018,1,2018-01-19
16745,Net_neutrality,123827,25,2018,1,2018-01-25
16746,Alexander_Skarsgård,123809,8,2018,1,2018-01-08
16747,Christopher_Nolan,123704,23,2018,1,2018-01-23
16748,Jan_Lewan,123546,15,2018,1,2018-01-15
16749,Georgia_(country),123503,19,2018,1,2018-01-19
16750,Billie_Jean_King,123409,8,2018,1,2018-01-08
16751,The_Expanse_(TV_series),123265,15,2018,1,2018-01-15
16752,Kristen_Bell,123218,22,2018,1,2018-01-22
16753,Khabib_Nurmagomedov,123137,2,2018,1,2018-01-02
16754,Baby_Driver,123133,23,2018,1,2018-01-23
16755,Bella_Thorne,122827,9,2018,1,2018-01-09
16756,Reese_Witherspoon,122820,8,2018,1,2018-01-08
16757,Paddington_2,122791,16,2018,1,2018-01-16
16758,Robert_F._Kennedy,122542,31,2018,1,2018-01-31
16759,Marilyn_Monroe,122522,22,2018,1,2018-01-22
16760,List_of_states_and_territories_of_the_United_States,122359,23,2018,1,2018-01-23
16761,Celebrity_Big_Brother_21_(UK),122355,30,2018,1,2018-01-30
16762,Christopher_Columbus,122145,24,2018,1,2018-01-24
16763,Ben_Shapiro,122103,25,2018,1,2018-01-25
16764,Grace_and_Frankie,122080,22,2018,1,2018-01-22
16765,Man_of_the_Woods,122057,5,2018,1,2018-01-05
16766,Kesha,121970,29,2018,1,2018-01-29
16767,Sylvester_Stallone,121928,3,2018,1,2018-01-03
16768,Supernatural_(season_13),121926,19,2018,1,2018-01-19
16769,United_States_federal_government_shutdown_of_2013,121921,20,2018,1,2018-01-20
16770,Kaya_Scodelario,121727,29,2018,1,2018-01-29
16771,George_H._W._Bush,121588,9,2018,1,2018-01-09
16772,Altered_Carbon_(TV_series),121189,30,2018,1,2018-01-30
16773,Legends_of_Tomorrow,121050,17,2018,1,2018-01-17
16774,Fifth_Harmony,120991,12,2018,1,2018-01-12
16775,Britney_Spears,120726,1,2018,1,2018-01-01
16776,Lily_James,120637,10,2018,1,2018-01-10
16777,Representational_state_transfer,120636,23,2018,1,2018-01-23
16778,List_of_countries_by_future_GDP_(nominal)_estimates,120608,17,2018,1,2018-01-17
16779,DC_Extended_Universe,120587,2,2018,1,2018-01-02
16780,SZA_(singer),120368,29,2018,1,2018-01-29
16781,Your_Name,120308,10,2018,1,2018-01-10
16782,Application_programming_interface,120279,10,2018,1,2018-01-10
16783,Slender_Man,120213,4,2018,1,2018-01-04
16784,Titanic_(1997_film),119974,2,2018,1,2018-01-02
16785,List_of_The_Blacklist_episodes,119946,4,2018,1,2018-01-04
16786,Designated_Survivor_(TV_series),119801,31,2018,1,2018-01-31
16787,Mark_Hamill,119768,2,2018,1,2018-01-02
16788,USB,119620,30,2018,1,2018-01-30
16789,Quentin_Tarantino,119578,13,2018,1,2018-01-13
16790,Charlie_Brooker,119383,2,2018,1,2018-01-02
16791,Royal_Rumble,119380,29,2018,1,2018-01-29
16792,Philip_K._Dick's_Electric_Dreams,119301,15,2018,1,2018-01-15
16793,Tennys_Sandgren,119166,22,2018,1,2018-01-22
16794,Madonna_(entertainer),119081,14,2018,1,2018-01-14
16795,XXX_(franchise),119056,25,2018,1,2018-01-25
16796,Emily_Blunt,119020,3,2018,1,2018-01-03
16797,Benjamin_Franklin,118958,17,2018,1,2018-01-17
16798,Nazi_Germany,118815,24,2018,1,2018-01-24
16799,Kirsten_Dunst,118749,31,2018,1,2018-01-31
16800,Dubai,118744,22,2018,1,2018-01-22
16801,Danica_Patrick,118533,16,2018,1,2018-01-16
16802,The_Killing_of_a_Sacred_Deer,118526,10,2018,1,2018-01-10
16803,Anthony_Joshua,118491,16,2018,1,2018-01-16
16804,Ku_Klux_Klan,118404,16,2018,1,2018-01-16
16805,Emma_Stone,118219,8,2018,1,2018-01-08
16806,Edward_Snowden,118123,11,2018,1,2018-01-11
16807,Ryan_Gosling,118109,2,2018,1,2018-01-02
16808,Olivia_Munn,117979,16,2018,1,2018-01-16
16809,Deaths_in_January_2018,117752,1,2018,1,2018-01-01
16810,Earth,117367,31,2018,1,2018-01-31
16811,List_of_original_programs_distributed_by_Netflix,117305,2,2018,1,2018-01-02
16812,Ana_de_Armas,117303,7,2018,1,2018-01-07
16813,Chicago,117197,19,2018,1,2018-01-19
16814,LaVar_Ball,117174,8,2018,1,2018-01-08
16815,Jacksonville_Jaguars,117140,15,2018,1,2018-01-15
16816,Dakota_Johnson,117097,30,2018,1,2018-01-30
16817,Cold_War,117036,18,2018,1,2018-01-18
16818,Neil_Diamond,116813,23,2018,1,2018-01-23
16819,Ronaldinho,116665,17,2018,1,2018-01-17
16820,NCIS_(TV_series),116591,17,2018,1,2018-01-17
